amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,zeroOriginBalance,type,Real_Fraud,Predicted_Fraud,Fraud_Probability
257261.54,41687.0,0.0,8804.1,266065.64,True,CASH_OUT,0,0,0.0
7687.61,87573.49,79885.87,5576656.87,5584344.48,False,TRANSFER,0,0,0.0
347338.08,19862.0,0.0,132146.44,479484.52,True,CASH_OUT,0,0,0.0
92880.24,197.0,0.0,1684185.05,1777065.28,True,CASH_OUT,0,0,0.0
224179.73,0.0,0.0,408516.45,4419655.39,False,CASH_OUT,0,0,0.0
970126.43,0.0,0.0,4007544.76,4977671.19,False,TRANSFER,0,0,0.0
233025.39,49283.0,0.0,539558.31,772583.71,True,CASH_OUT,0,0,0.0
151762.78,91970.65,0.0,2155083.79,2306846.57,True,CASH_OUT,0,0,0.0
131801.45,0.0,0.0,175182.59,306984.04,False,CASH_OUT,0,0,0.0
114564.01,0.0,0.0,5170074.69,5284638.7,False,CASH_OUT,0,0,0.0
653498.42,57679.0,0.0,0.0,653498.42,True,TRANSFER,0,0,0.0
316054.22,106273.0,0.0,178720.05,494774.27,True,CASH_OUT,0,0,0.0
1822.11,0.0,0.0,271550.86,273372.98,False,CASH_OUT,0,0,0.0
184474.71,0.0,0.0,347142.1,531616.81,False,CASH_OUT,0,0,0.0
19488.18,0.0,0.0,72502.47,91990.65,False,CASH_OUT,0,0,0.0
356780.13,0.0,0.0,486464.9,843245.02,False,TRANSFER,0,0,0.0
91215.68,43159.0,0.0,0.0,91215.68,True,CASH_OUT,0,0,0.0
241382.11,95673.26,0.0,2647176.95,2888559.06,True,CASH_OUT,0,0,0.0
120749.43,0.0,0.0,885128.69,984424.07,False,CASH_OUT,0,0,0.0
8909.93,71149.0,62239.07,207823.98,216733.91,False,CASH_OUT,0,0,0.0
445508.68,10770.0,0.0,37783.59,607889.7,True,CASH_OUT,0,0,0.0
172196.53,246759.0,74562.47,228582.47,683021.46,False,CASH_OUT,0,0,0.0
127378.89,721.0,0.0,2185518.66,2312897.55,True,CASH_OUT,0,0,0.0
125942.01,0.0,0.0,9035217.74,9161159.75,False,CASH_OUT,0,0,0.0
107080.16,0.0,0.0,154888.61,261968.76,False,CASH_OUT,0,0,0.0
70233.9,3218.0,0.0,858302.49,928536.39,True,CASH_OUT,0,0,0.0
36806.3,0.0,0.0,209063.38,245869.68,False,CASH_OUT,0,0,0.0
252863.09,0.0,0.0,1419053.3,1671916.39,False,TRANSFER,0,0,0.0
367317.44,20015.0,0.0,974937.57,1342255.01,True,CASH_OUT,0,0,0.0
660574.44,0.0,0.0,1140581.49,1801155.93,False,TRANSFER,0,0,0.0
20597.44,9181.0,0.0,15590.8,36188.24,True,CASH_OUT,0,0,0.0
3961.89,0.0,0.0,4351705.01,4355666.9,False,CASH_OUT,0,0,0.0
61591.58,1070.0,0.0,52569.36,114160.94,True,CASH_OUT,0,0,0.0
25569.71,156202.0,130632.29,576155.54,601725.25,False,CASH_OUT,0,0,0.0
621641.54,0.0,0.0,1414129.66,2035771.2,False,TRANSFER,0,0,0.0
334216.79,143838.0,0.0,365223.9,699440.69,True,CASH_OUT,0,0,0.0
1073047.21,9.0,0.0,98629.54,1171676.75,True,TRANSFER,0,0,0.0
339327.32,0.0,0.0,601569.1,940896.41,False,TRANSFER,0,0,0.0
231596.36,0.0,0.0,6086487.42,6318083.78,False,CASH_OUT,0,0,0.0
319203.79,21719.0,0.0,147448.44,466652.23,True,CASH_OUT,0,0,0.0
356056.4,217740.07,0.0,680311.44,1036367.84,True,CASH_OUT,0,0,0.0
276930.26,60351.0,0.0,276820.69,553750.95,True,CASH_OUT,0,0,0.0
293956.41,256.0,0.0,57912.61,351869.02,True,CASH_OUT,0,0,0.0
90861.39,0.0,0.0,9796568.78,9887430.17,False,CASH_OUT,0,0,0.0
124133.82,328082.0,203948.18,1793611.16,1917744.99,False,CASH_OUT,0,0,0.0
38086.07,29888.0,0.0,128113.05,166199.12,True,CASH_OUT,0,0,0.0
512323.59,10830.0,0.0,68941.74,581265.33,True,CASH_OUT,0,0,0.0
375632.26,0.0,0.0,387002.83,762635.09,False,CASH_OUT,0,0,0.0
46653.35,30002.0,0.0,3432835.21,3479488.56,True,CASH_OUT,0,0,0.0
59270.01,31026.0,0.0,332425.13,391695.14,True,CASH_OUT,0,0,0.0
89610.96,0.0,0.0,948201.0,1037811.96,False,CASH_OUT,0,0,0.0
427323.46,29909.0,0.0,19708.25,447031.71,True,CASH_OUT,0,0,0.0
178217.38,0.0,0.0,4501961.18,4251161.93,False,CASH_OUT,0,0,0.0
60085.06,0.0,0.0,136393.85,196478.91,False,CASH_OUT,0,0,0.0
30140.44,0.0,0.0,2155698.11,2185838.55,False,CASH_OUT,0,0,0.0
171091.78,30467.0,0.0,0.0,171091.78,True,CASH_OUT,0,0,0.0
148535.35,328.0,0.0,0.0,148535.35,True,CASH_OUT,0,0,0.0
435472.03,0.0,0.0,2161314.83,2596786.86,False,TRANSFER,0,0,0.0
137304.92,0.0,0.0,2981356.9,3118661.82,False,CASH_OUT,0,0,0.0
59670.02,0.0,0.0,3540742.91,3600412.93,False,CASH_OUT,0,0,0.0
297893.75,511.0,0.0,48394.6,402067.45,True,TRANSFER,0,0,0.0
509449.32,0.0,0.0,966576.29,1476025.6,False,CASH_OUT,0,0,0.0
111854.69,11147.0,0.0,47740.74,159595.43,True,CASH_OUT,0,0,0.0
43533.4,164744.0,121210.6,884998.71,928532.12,False,CASH_OUT,0,0,0.0
793403.11,0.0,0.0,7464971.89,8258375.0,False,TRANSFER,0,0,0.0
248606.04,21506.0,0.0,11192.57,259798.61,True,CASH_OUT,0,0,0.0
286711.51,0.0,0.0,1021893.89,1359450.07,False,CASH_OUT,0,0,0.0
248823.52,5174.0,0.0,1007073.21,1255896.73,True,CASH_OUT,0,0,0.0
182322.55,0.0,0.0,348905.46,531228.0,False,CASH_OUT,0,0,0.0
421602.74,0.0,0.0,810421.38,1232024.12,False,TRANSFER,0,0,0.0
178635.1,227828.0,49192.9,0.0,178635.1,False,CASH_OUT,0,0,0.0
94341.32,3025.0,0.0,178617.17,272958.49,True,TRANSFER,0,0,0.0
63247.7,104683.0,41435.3,4893153.86,4956401.56,False,CASH_OUT,0,0,0.0
171352.75,19808.0,0.0,82602.12,253954.87,True,CASH_OUT,0,0,0.0
658510.65,0.0,0.0,4160208.26,4818718.91,False,TRANSFER,0,0,0.0
259467.07,7497.0,0.0,53222.5,312689.57,True,CASH_OUT,0,0,0.01
283058.0,0.0,0.0,513695.11,796753.11,False,CASH_OUT,0,0,0.0
34339.05,0.0,0.0,298094.38,332433.43,False,CASH_OUT,0,0,0.0
480452.16,0.0,0.0,6443717.09,6924169.25,False,TRANSFER,0,0,0.0
1988153.85,0.0,0.0,2527761.23,4560473.64,False,TRANSFER,0,0,0.0
285935.77,10903.0,0.0,610994.89,896930.66,True,TRANSFER,0,0,0.0
229111.75,28163.0,0.0,100019.16,329130.9,True,CASH_OUT,0,0,0.0
111114.62,19676.94,0.0,541795.96,652910.58,True,CASH_OUT,0,0,0.0
203014.47,41001.0,0.0,137244.48,340258.95,True,CASH_OUT,0,0,0.0
124721.07,0.0,0.0,355479.39,480200.46,False,TRANSFER,0,0,0.0
288702.37,0.0,0.0,1175672.6,1464374.96,False,TRANSFER,0,0,0.0
201954.05,0.0,0.0,409858.0,611812.05,False,CASH_OUT,0,0,0.0
104274.04,11178.0,0.0,544359.25,648633.29,True,CASH_OUT,0,0,0.0
504212.54,0.0,0.0,930041.55,1832182.76,False,CASH_OUT,0,0,0.0
425617.35,141524.96,0.0,4374047.24,4799664.59,True,TRANSFER,0,0,0.0
274412.84,10811.0,0.0,186621.12,391481.87,True,CASH_OUT,0,0,0.0
125276.9,0.0,0.0,8555039.55,8680316.44,False,TRANSFER,0,0,0.0
156719.7,21449.0,0.0,0.0,156719.7,True,CASH_OUT,0,0,0.0
271489.76,0.0,0.0,3333921.97,3597321.88,False,CASH_OUT,0,0,0.0
181536.77,50330.0,0.0,1947570.82,2129107.59,True,CASH_OUT,0,0,0.0
235834.23,41983.0,0.0,0.0,235834.23,True,CASH_OUT,0,0,0.0
36343.26,22864.0,0.0,1453491.81,1489835.07,True,CASH_OUT,0,0,0.0
360565.99,0.0,0.0,13885041.94,14245607.93,False,CASH_OUT,0,0,0.0
165184.54,0.0,0.0,681607.45,846791.99,False,CASH_OUT,0,0,0.0
123966.14,47528.0,0.0,6301169.64,6425135.77,True,CASH_OUT,0,0,0.0
125556.8,0.0,0.0,221111.31,346668.1,False,CASH_OUT,0,0,0.0
244292.29,0.0,0.0,3803251.6,4047543.89,False,CASH_OUT,0,0,0.0
35206.18,0.0,0.0,142763.66,177969.84,False,TRANSFER,0,0,0.0
79132.04,32062.0,0.0,0.0,79132.04,True,TRANSFER,0,0,0.0
84425.23,0.0,0.0,293846.47,378271.71,False,CASH_OUT,0,0,0.0
1122799.44,0.0,0.0,3444057.6,4566857.05,False,TRANSFER,0,0,0.0
314387.35,20871.0,0.0,732285.48,1046672.82,True,CASH_OUT,0,0,0.0
144672.77,0.0,0.0,14448197.55,14592870.33,False,CASH_OUT,0,0,0.0
174034.2,221755.0,47720.8,0.0,174034.2,False,CASH_OUT,0,0,0.0
399369.92,0.0,0.0,3853943.9,4253313.82,False,CASH_OUT,0,0,0.0
2152544.82,18213.0,0.0,0.0,2152544.82,True,TRANSFER,0,0,0.0
434732.4,89594.0,0.0,4603352.67,5038085.08,True,TRANSFER,0,0,0.0
157429.55,0.0,0.0,232504.11,389933.66,False,CASH_OUT,0,0,0.0
15325.55,0.0,0.0,416379.46,431705.02,False,CASH_OUT,0,0,0.0
132269.09,40340.0,0.0,439058.86,571327.95,True,CASH_OUT,0,0,0.0
56477.04,0.0,0.0,577394.03,633871.07,False,CASH_OUT,0,0,0.0
49907.3,10225.0,0.0,0.0,49907.3,True,CASH_OUT,0,0,0.0
535062.04,100022.0,0.0,0.0,535062.04,True,CASH_OUT,0,0,0.0
172742.93,0.0,0.0,1025780.71,1198523.64,False,CASH_OUT,0,0,0.0
71083.75,0.0,0.0,1785477.09,1856560.84,False,CASH_OUT,0,0,0.0
420590.01,65172.0,0.0,179918.43,600508.44,True,CASH_OUT,0,0,0.0
293556.1,0.0,0.0,4020839.34,4314395.44,False,TRANSFER,0,0,0.0
38480.01,14551.0,0.0,1986762.35,2025242.36,True,CASH_OUT,0,0,0.0
262416.45,0.0,0.0,777828.92,1040245.37,False,TRANSFER,0,0,0.0
56617.88,27808.0,0.0,132404.89,189022.76,True,CASH_OUT,0,0,0.0
483773.91,31233.0,0.0,0.0,483773.91,True,CASH_OUT,0,0,0.0
138467.66,0.0,0.0,1337808.24,1086001.95,False,CASH_OUT,0,0,0.0
151018.47,0.0,0.0,2164544.89,2315563.36,False,TRANSFER,0,0,0.0
52657.68,11795.0,0.0,236985.42,289643.1,True,CASH_OUT,0,0,0.0
2393.55,16923.92,14530.37,345048.13,347441.67,False,CASH_OUT,0,0,0.0
287381.42,8119.0,0.0,3023932.09,3464319.16,True,CASH_OUT,0,0,0.0
47282.51,5026.0,0.0,0.0,428107.82,True,CASH_OUT,0,0,0.0
314736.91,18723.0,0.0,0.0,314736.91,True,CASH_OUT,0,0,0.0
134179.13,29753.0,0.0,0.0,134179.13,True,CASH_OUT,0,0,0.0
64914.57,0.0,0.0,1629612.25,1694526.82,False,CASH_OUT,0,0,0.0
343606.24,206555.0,0.0,565834.31,909440.56,True,TRANSFER,0,0,0.06
56256.89,0.0,0.0,336933.95,393190.85,False,CASH_OUT,0,0,0.0
214661.39,227390.93,12729.54,1480399.38,1695060.77,False,CASH_OUT,0,0,0.0
144153.46,27764.0,0.0,0.0,144153.46,True,CASH_OUT,0,0,0.0
147442.06,14623.0,0.0,1197650.6,1345092.66,True,CASH_OUT,0,0,0.0
45685.03,3231.0,0.0,752108.07,797793.1,True,CASH_OUT,0,0,0.0
54246.82,0.0,0.0,318092.33,372339.15,False,CASH_OUT,0,0,0.0
119641.69,0.0,0.0,650349.53,769991.23,False,CASH_OUT,0,0,0.0
31495.84,0.0,0.0,418814.62,450310.45,False,CASH_OUT,0,0,0.0
63415.03,0.0,0.0,867360.19,930775.22,False,CASH_OUT,0,0,0.0
1085066.53,816.0,0.0,535685.13,1620751.66,True,TRANSFER,0,0,0.0
78454.26,27344.0,0.0,0.0,78454.26,True,CASH_OUT,0,0,0.0
682390.83,11411.0,0.0,307047.8,989438.62,True,CASH_OUT,0,0,0.0
54983.04,0.0,0.0,61876.37,116859.42,False,CASH_OUT,0,0,0.0
315193.47,221.0,0.0,907191.32,1222384.8,True,CASH_OUT,0,0,0.0
148805.72,479898.0,331092.28,16631.16,165436.87,False,CASH_OUT,0,0,0.0
188721.5,254324.0,65602.5,978692.79,1167414.29,False,CASH_OUT,0,0,0.0
202399.86,0.0,0.0,3641842.12,3844241.99,False,CASH_OUT,0,0,0.0
43457.69,0.0,0.0,77670.33,121128.02,False,CASH_OUT,0,0,0.0
1036349.03,0.0,0.0,3454799.63,4491148.66,False,TRANSFER,0,0,0.0
105140.04,21701.0,0.0,280581.49,385721.53,True,CASH_OUT,0,0,0.0
1144370.51,0.0,0.0,1731949.33,2876319.85,False,TRANSFER,0,0,0.0
366576.3,31546.0,0.0,3137496.67,3504072.97,True,CASH_OUT,0,0,0.0
11240.48,0.0,0.0,925636.65,936877.13,False,CASH_OUT,0,0,0.0
117174.85,0.0,0.0,385002.66,502177.51,False,CASH_OUT,0,0,0.0
411580.25,0.0,0.0,450657.72,862237.97,False,CASH_OUT,0,0,0.0
453706.12,476512.88,22806.77,647173.65,1100879.76,False,CASH_OUT,0,0,0.0
40404.29,0.0,0.0,719573.46,759977.75,False,TRANSFER,0,0,0.0
6414.64,44578.84,38164.2,228649.25,235063.89,False,CASH_OUT,0,0,0.0
63485.25,0.0,0.0,2304819.13,2368304.38,False,CASH_OUT,0,0,0.0
91641.43,7829.51,0.0,127837.29,219478.72,True,CASH_OUT,0,0,0.0
212896.39,130689.0,0.0,117154.33,519318.23,True,CASH_OUT,0,0,0.0
942.92,0.0,0.0,27630.98,28573.9,False,CASH_OUT,0,0,0.0
504512.08,0.0,0.0,9051539.23,9468285.92,False,CASH_OUT,0,0,0.0
60102.95,53010.0,0.0,7875.8,67978.75,True,CASH_OUT,0,0,0.0
116012.07,115709.33,0.0,231031.81,347043.87,True,CASH_OUT,0,0,0.0
30814.47,64129.0,33314.53,2043428.41,2074242.88,False,CASH_OUT,0,0,0.0
338603.93,0.0,0.0,612870.04,951473.97,False,TRANSFER,0,0,0.0
22193.38,27959.0,5765.62,6518088.76,6540282.14,False,CASH_OUT,0,0,0.0
378594.29,20669.23,0.0,1227514.56,1606108.85,True,CASH_OUT,0,0,0.0
248481.64,56131.0,0.0,1284937.99,1533419.63,True,CASH_OUT,0,0,0.08
55384.85,6503.0,0.0,332324.37,387709.22,True,CASH_OUT,0,0,0.0
131810.68,0.0,0.0,511998.91,643809.59,False,CASH_OUT,0,0,0.0
241732.98,20018.0,0.0,0.0,241732.98,True,CASH_OUT,0,0,0.0
263315.12,0.0,0.0,2214431.04,2477746.16,False,CASH_OUT,0,0,0.0
383096.57,1936.0,0.0,2765075.87,3148172.44,True,CASH_OUT,0,0,0.0
446028.51,0.0,0.0,1656400.6,2102429.11,False,CASH_OUT,0,0,0.0
519073.33,0.0,0.0,1265148.54,1784221.87,False,TRANSFER,0,0,0.0
86892.84,0.0,0.0,3562908.23,3649801.07,False,CASH_OUT,0,0,0.0
95183.35,0.0,0.0,874864.64,970047.99,False,CASH_OUT,0,0,0.0
4697260.84,261995.85,0.0,4786266.92,9483527.77,True,TRANSFER,0,0,0.01
34141.6,10486.0,0.0,0.0,34141.6,True,CASH_OUT,0,0,0.0
141198.09,0.0,0.0,235041.63,376239.72,False,CASH_OUT,0,0,0.0
145760.3,289.0,0.0,0.0,145760.3,True,CASH_OUT,0,0,0.0
159618.69,0.0,0.0,3897969.46,4057588.15,False,CASH_OUT,0,0,0.0
483784.18,0.0,0.0,794633.96,1278418.14,False,TRANSFER,0,0,0.0
74084.09,119549.21,45465.12,1551841.21,1625925.29,False,CASH_OUT,0,0,0.0
164896.5,0.0,0.0,1615137.01,1780033.51,False,CASH_OUT,0,0,0.0
34905.03,0.0,0.0,1519621.13,1554526.16,False,TRANSFER,0,0,0.0
359737.41,0.0,0.0,1135842.44,1495579.86,False,TRANSFER,0,0,0.0
473709.58,0.0,0.0,1341970.48,1815680.07,False,CASH_OUT,0,0,0.0
218540.35,0.0,0.0,8530150.36,8748690.71,False,CASH_OUT,0,0,0.0
30325.32,32904.0,2578.68,31073.55,61398.87,False,CASH_OUT,0,0,0.0
306050.73,0.0,0.0,2075732.02,2381782.75,False,CASH_OUT,0,0,0.0
148083.9,293851.0,145767.1,151176.2,299260.09,False,TRANSFER,0,0,0.0
121250.02,25202.0,0.0,112544.26,233794.29,True,CASH_OUT,0,0,0.0
25055.42,0.0,0.0,194878.25,219933.67,False,CASH_OUT,0,0,0.0
280489.81,599179.13,318689.32,427308.65,707798.46,False,CASH_OUT,0,0,0.0
9127.27,5506.0,0.0,497935.56,507062.83,True,CASH_OUT,0,0,0.0
65498.2,4214.0,0.0,0.0,308816.2,True,CASH_OUT,0,0,0.0
273093.52,0.0,0.0,1756532.5,2029626.02,False,CASH_OUT,0,0,0.0
24130.13,0.0,0.0,580705.03,604835.16,False,TRANSFER,0,0,0.0
360699.24,21361.0,0.0,82662.47,443361.71,True,CASH_OUT,0,0,0.0
